,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
903,6H,6,21,False,False,"[<Card.Card object at 0x000001E8221A1160>, <Card.Card object at 0x000001E82216F7F0>, <Card.Card object at 0x000001E82219D1C0>]","[<Card.Card object at 0x000001E8221B6EB0>, <Card.Card object at 0x000001E8221B68E0>]",17,False,False,0,
904,7D,7,19,False,False,"[<Card.Card object at 0x000001E8221B5730>, <Card.Card object at 0x000001E82219FC10>, <Card.Card object at 0x000001E8221B2880>]","[<Card.Card object at 0x000001E8221ADE50>, <Card.Card object at 0x000001E8221BBC10>]",16,False,False,0,
905,KH,10,20,False,False,"[<Card.Card object at 0x000001E8221ADD90>, <Card.Card object at 0x000001E8221A1D00>]","[<Card.Card object at 0x000001E8221A6B20>, <Card.Card object at 0x000001E8221B52E0>]",14,False,False,0,
906,4D,4,18,False,False,"[<Card.Card object at 0x000001E822179100>, <Card.Card object at 0x000001E82219D250>, <Card.Card object at 0x000001E8221BBE20>, <Card.Card object at 0x000001E822184F10>]","[<Card.Card object at 0x000001E8221BBCD0>, <Card.Card object at 0x000001E8221A6490>]",20,False,False,1,
907,5S,5,19,False,False,"[<Card.Card object at 0x000001E8221B6670>, <Card.Card object at 0x000001E8221B6A60>, <Card.Card object at 0x000001E8221BB9A0>]","[<Card.Card object at 0x000001E8221B5BB0>, <Card.Card object at 0x000001E8221BBF10>]",18,False,False,0,
908,2D,2,17,False,False,"[<Card.Card object at 0x000001E8221B27F0>, <Card.Card object at 0x000001E8221B2310>, <Card.Card object at 0x000001E8221ADA90>]","[<Card.Card object at 0x000001E822187EE0>, <Card.Card object at 0x000001E8221A3400>]",14,False,False,0,
909,TS,10,17,False,False,"[<Card.Card object at 0x000001E8221B9D30>, <Card.Card object at 0x000001E8221B9AF0>]","[<Card.Card object at 0x000001E8221BBAC0>, <Card.Card object at 0x000001E8221A3A60>]",14,False,False,0,
910,AC,1,17,False,False,"[<Card.Card object at 0x000001E8221C0070>, <Card.Card object at 0x000001E8221B9E20>]","[<Card.Card object at 0x000001E8221B96D0>, <Card.Card object at 0x000001E8221BB070>]",12,False,False,0,
911,3S,3,20,False,False,"[<Card.Card object at 0x000001E8221A3FA0>, <Card.Card object at 0x000001E8221B0610>, <Card.Card object at 0x000001E8221BBF70>]","[<Card.Card object at 0x000001E822190FA0>, <Card.Card object at 0x000001E8221B9DF0>]",21,False,True,1,
912,7C,7,21,False,False,"[<Card.Card object at 0x000001E8221B0B20>, <Card.Card object at 0x000001E8221BBB80>, <Card.Card object at 0x000001E8221B2A60>, <Card.Card object at 0x000001E8221BB5B0>]","[<Card.Card object at 0x000001E8221B0520>, <Card.Card object at 0x000001E822198700>]",14,False,False,0,
913,6S,6,26,True,False,"[<Card.Card object at 0x000001E8221BB7C0>, <Card.Card object at 0x000001E8221A3040>, <Card.Card object at 0x000001E82218D670>]","[<Card.Card object at 0x000001E822195C70>, <Card.Card object at 0x000001E8221C00D0>]",15,False,False,0,
914,3S,3,18,False,False,"[<Card.Card object at 0x000001E8221A6430>, <Card.Card object at 0x000001E8221B5C70>, <Card.Card object at 0x000001E8221BB2B0>]","[<Card.Card object at 0x000001E822171670>, <Card.Card object at 0x000001E8221C0250>]",15,False,False,0,
915,AS,1,21,False,True,"[<Card.Card object at 0x000001E8221B5760>, <Card.Card object at 0x000001E8221B63A0>]","[<Card.Card object at 0x000001E8221B97F0>, <Card.Card object at 0x000001E8221B9130>, <Card.Card object at 0x000001E8221B9220>]",18,False,False,0,
916,2C,2,17,False,False,"[<Card.Card object at 0x000001E8221B6370>, <Card.Card object at 0x000001E8221BB3A0>, <Card.Card object at 0x000001E8221BBD90>, <Card.Card object at 0x000001E8221B9B20>, <Card.Card object at 0x000001E8221B9940>]","[<Card.Card object at 0x000001E8221B6CA0>, <Card.Card object at 0x000001E8221B9A60>, <Card.Card object at 0x000001E82218BE50>, <Card.Card object at 0x000001E822190C10>]",21,False,False,1,
917,AH,1,21,False,True,"[<Card.Card object at 0x000001E82219FFD0>, <Card.Card object at 0x000001E8221BBE50>]","[<Card.Card object at 0x000001E8221B5C40>, <Card.Card object at 0x000001E8221B5370>]",17,False,False,0,
918,6C,6,17,False,False,"[<Card.Card object at 0x000001E8221B9190>, <Card.Card object at 0x000001E8221C0520>, <Card.Card object at 0x000001E8221BB490>]","[<Card.Card object at 0x000001E8221C4730>, <Card.Card object at 0x000001E8221A1820>]",13,False,False,0,
919,KC,10,19,False,False,"[<Card.Card object at 0x000001E8221B6F70>, <Card.Card object at 0x000001E8221BBA90>]","[<Card.Card object at 0x000001E8221B5520>, <Card.Card object at 0x000001E8221C4460>]",17,False,False,0,
920,8C,8,19,False,False,"[<Card.Card object at 0x000001E8221C0E80>, <Card.Card object at 0x000001E8221BBC40>, <Card.Card object at 0x000001E8221C0670>, <Card.Card object at 0x000001E8221B5EB0>, <Card.Card object at 0x000001E8221B5E50>]","[<Card.Card object at 0x000001E8221B9D90>, <Card.Card object at 0x000001E82219AF40>]",14,False,False,0,
921,3S,3,20,False,False,"[<Card.Card object at 0x000001E8221A68B0>, <Card.Card object at 0x000001E8221AD340>, <Card.Card object at 0x000001E822171880>]","[<Card.Card object at 0x000001E822198730>, <Card.Card object at 0x000001E82214D850>, <Card.Card object at 0x000001E8221AD670>]",17,False,False,0,
922,7C,7,17,False,False,"[<Card.Card object at 0x000001E8221C0400>, <Card.Card object at 0x000001E8221C4F40>]","[<Card.Card object at 0x000001E8221B9D00>, <Card.Card object at 0x000001E8221B5DC0>]",20,False,False,1,
923,TC,10,17,False,False,"[<Card.Card object at 0x000001E8221B9F70>, <Card.Card object at 0x000001E8221B9F10>, <Card.Card object at 0x000001E8221B6D30>]","[<Card.Card object at 0x000001E8221C0FA0>, <Card.Card object at 0x000001E8221BBA00>]",21,False,True,1,
924,7C,7,17,False,False,"[<Card.Card object at 0x000001E82219F0A0>, <Card.Card object at 0x000001E8221C4580>]","[<Card.Card object at 0x000001E8221B5CD0>, <Card.Card object at 0x000001E8221C45B0>]",13,False,False,0,
925,QC,10,19,False,False,"[<Card.Card object at 0x000001E8221B9B50>, <Card.Card object at 0x000001E8221AB400>]","[<Card.Card object at 0x000001E8221ADC40>, <Card.Card object at 0x000001E8221B6340>, <Card.Card object at 0x000001E8221C08B0>]",18,False,False,0,
926,2D,2,17,False,False,"[<Card.Card object at 0x000001E8221AD3D0>, <Card.Card object at 0x000001E8221C58B0>, <Card.Card object at 0x000001E8221B5E80>]","[<Card.Card object at 0x000001E8221B0B80>, <Card.Card object at 0x000001E8221B2370>]",21,False,True,1,
927,JD,10,20,False,False,"[<Card.Card object at 0x000001E822156B80>, <Card.Card object at 0x000001E8221B04F0>]","[<Card.Card object at 0x000001E8221C4B50>, <Card.Card object at 0x000001E8221A3850>]",17,False,False,0,
928,JS,10,24,True,False,"[<Card.Card object at 0x000001E8221AD310>, <Card.Card object at 0x000001E8221C5A90>, <Card.Card object at 0x000001E8221BB970>, <Card.Card object at 0x000001E82219A100>]","[<Card.Card object at 0x000001E8221A3C70>, <Card.Card object at 0x000001E8221C0C40>]",13,False,False,0,
929,7C,7,18,False,False,"[<Card.Card object at 0x000001E8221C0CD0>, <Card.Card object at 0x000001E8221C4D30>, <Card.Card object at 0x000001E8221A1B80>]","[<Card.Card object at 0x000001E8221ABD90>, <Card.Card object at 0x000001E8221C0EB0>]",19,False,False,1,
930,8D,8,17,False,False,"[<Card.Card object at 0x000001E822189310>, <Card.Card object at 0x000001E8221C0910>]","[<Card.Card object at 0x000001E8221A12E0>, <Card.Card object at 0x000001E82219D9D0>, <Card.Card object at 0x000001E8221C5850>]",21,False,False,1,
931,3D,3,25,True,False,"[<Card.Card object at 0x000001E8221A65B0>, <Card.Card object at 0x000001E822187D30>, <Card.Card object at 0x000001E8221C4490>, <Card.Card object at 0x000001E822179C70>]","[<Card.Card object at 0x000001E8221B2C40>, <Card.Card object at 0x000001E8221B9670>]",17,False,False,0,
932,KS,10,20,False,False,"[<Card.Card object at 0x000001E8221C5A60>, <Card.Card object at 0x000001E8221C5C70>, <Card.Card object at 0x000001E8221B9700>]","[<Card.Card object at 0x000001E822189190>, <Card.Card object at 0x000001E8221C0730>]",20,False,False,0,
933,6S,6,19,False,False,"[<Card.Card object at 0x000001E822189820>, <Card.Card object at 0x000001E8221C40D0>, <Card.Card object at 0x000001E8221B5820>, <Card.Card object at 0x000001E8221C4F10>]","[<Card.Card object at 0x000001E8221B9640>, <Card.Card object at 0x000001E8221C4130>]",21,False,True,1,
934,5D,5,19,False,False,"[<Card.Card object at 0x000001E8221ADAF0>, <Card.Card object at 0x000001E82219A370>, <Card.Card object at 0x000001E8221C48B0>]","[<Card.Card object at 0x000001E8221A6A60>, <Card.Card object at 0x000001E8221B9EE0>]",20,False,False,1,
935,9H,9,17,False,False,"[<Card.Card object at 0x000001E8221C4E50>, <Card.Card object at 0x000001E8221BB6D0>]","[<Card.Card object at 0x000001E8221BBB20>, <Card.Card object at 0x000001E8221BB910>]",12,False,False,0,
936,2H,2,20,False,False,"[<Card.Card object at 0x000001E822195A90>, <Card.Card object at 0x000001E8221BB2E0>, <Card.Card object at 0x000001E8221A6910>, <Card.Card object at 0x000001E8221AB820>]","[<Card.Card object at 0x000001E8221C4250>, <Card.Card object at 0x000001E8221C4820>]",14,False,False,0,
937,9D,9,21,False,False,"[<Card.Card object at 0x000001E8221C59A0>, <Card.Card object at 0x000001E82219F790>, <Card.Card object at 0x000001E8221C0EE0>]","[<Card.Card object at 0x000001E8221C5460>, <Card.Card object at 0x000001E8221C0970>]",18,False,False,0,
938,9D,9,25,True,False,"[<Card.Card object at 0x000001E82219F580>, <Card.Card object at 0x000001E8221C9760>, <Card.Card object at 0x000001E8221C9640>]","[<Card.Card object at 0x000001E8221C0490>, <Card.Card object at 0x000001E8221C5100>, <Card.Card object at 0x000001E8221C9A90>]",15,False,False,0,
939,6S,6,20,False,False,"[<Card.Card object at 0x000001E8221B6EE0>, <Card.Card object at 0x000001E8221C9C70>, <Card.Card object at 0x000001E8221A6A30>]","[<Card.Card object at 0x000001E8221B5190>, <Card.Card object at 0x000001E8221B2970>]",21,False,True,1,
940,8C,8,24,True,False,"[<Card.Card object at 0x000001E8221C9C40>, <Card.Card object at 0x000001E8221C4A90>, <Card.Card object at 0x000001E8221B6FD0>]","[<Card.Card object at 0x000001E8221C42B0>, <Card.Card object at 0x000001E8221C05E0>, <Card.Card object at 0x000001E8221C0BB0>]",14,False,False,0,
941,7H,7,17,False,False,"[<Card.Card object at 0x000001E8221C0AC0>, <Card.Card object at 0x000001E8221B2610>]","[<Card.Card object at 0x000001E8221CC820>, <Card.Card object at 0x000001E8221C5700>]",18,False,False,1,
942,4H,4,19,False,False,"[<Card.Card object at 0x000001E8221C4340>, <Card.Card object at 0x000001E8221C46D0>, <Card.Card object at 0x000001E8221C0280>, <Card.Card object at 0x000001E8221B94F0>]","[<Card.Card object at 0x000001E8221C95E0>, <Card.Card object at 0x000001E8221C54F0>]",12,False,False,0,
943,AC,1,21,False,True,"[<Card.Card object at 0x000001E8221C0610>, <Card.Card object at 0x000001E8221C9B20>]","[<Card.Card object at 0x000001E8221C0190>, <Card.Card object at 0x000001E8221C9940>, <Card.Card object at 0x000001E8221C9790>]",14,False,False,0,
944,TS,10,20,False,False,"[<Card.Card object at 0x000001E8221C9F70>, <Card.Card object at 0x000001E8221A1A90>]","[<Card.Card object at 0x000001E8221B0A60>, <Card.Card object at 0x000001E8221CC1F0>]",13,False,False,0,
945,7C,7,17,False,False,"[<Card.Card object at 0x000001E8221C4040>, <Card.Card object at 0x000001E8221900D0>]","[<Card.Card object at 0x000001E8221B5700>, <Card.Card object at 0x000001E8221C00A0>]",14,False,False,0,
946,QH,10,23,True,False,"[<Card.Card object at 0x000001E8221CCE80>, <Card.Card object at 0x000001E8221C43D0>, <Card.Card object at 0x000001E8221C49D0>, <Card.Card object at 0x000001E8221CC970>]","[<Card.Card object at 0x000001E82219F040>, <Card.Card object at 0x000001E8221B9400>]",14,False,False,0,
947,KH,10,25,True,False,"[<Card.Card object at 0x000001E8221A3FD0>, <Card.Card object at 0x000001E8221CC520>, <Card.Card object at 0x000001E8221CC940>]","[<Card.Card object at 0x000001E8221B6E80>, <Card.Card object at 0x000001E822198A90>]",15,False,False,0,
948,QD,10,17,False,False,"[<Card.Card object at 0x000001E8221C5160>, <Card.Card object at 0x000001E8221C5AC0>, <Card.Card object at 0x000001E8221BB520>]","[<Card.Card object at 0x000001E8221C03D0>, <Card.Card object at 0x000001E8221C0F10>]",13,False,False,0,
949,4S,4,18,False,False,"[<Card.Card object at 0x000001E8221C52B0>, <Card.Card object at 0x000001E8221A62B0>, <Card.Card object at 0x000001E8221BB9D0>, <Card.Card object at 0x000001E8221B06A0>]","[<Card.Card object at 0x000001E8221BB3D0>, <Card.Card object at 0x000001E8221CC550>, <Card.Card object at 0x000001E8221C93D0>]",19,False,False,1,
950,7D,7,18,False,False,"[<Card.Card object at 0x000001E8221C5D90>, <Card.Card object at 0x000001E82219D130>]","[<Card.Card object at 0x000001E8221C9850>, <Card.Card object at 0x000001E8221C9550>]",21,False,True,1,
951,QC,10,17,False,False,"[<Card.Card object at 0x000001E8221C4280>, <Card.Card object at 0x000001E8221AB640>]","[<Card.Card object at 0x000001E82218BE80>, <Card.Card object at 0x000001E8221BBEE0>]",14,False,False,0,
952,8S,8,18,False,False,"[<Card.Card object at 0x000001E8221C0940>, <Card.Card object at 0x000001E822198220>]","[<Card.Card object at 0x000001E8221CC190>, <Card.Card object at 0x000001E822195970>]",17,False,False,0,
953,4C,4,25,True,False,"[<Card.Card object at 0x000001E82218D940>, <Card.Card object at 0x000001E8221C51C0>, <Card.Card object at 0x000001E8221CAAC0>, <Card.Card object at 0x000001E82219F490>]","[<Card.Card object at 0x000001E8221B6040>, <Card.Card object at 0x000001E8221C5D30>]",13,False,False,0,
954,4S,4,22,True,False,"[<Card.Card object at 0x000001E8221C9370>, <Card.Card object at 0x000001E8221A3B50>, <Card.Card object at 0x000001E8221C9190>]","[<Card.Card object at 0x000001E8221CC0D0>, <Card.Card object at 0x000001E8221CC1C0>]",16,False,False,0,
955,4C,4,23,True,False,"[<Card.Card object at 0x000001E8221B93D0>, <Card.Card object at 0x000001E8221CC910>, <Card.Card object at 0x000001E8221C9F40>, <Card.Card object at 0x000001E8221B6D00>]","[<Card.Card object at 0x000001E8221C01F0>, <Card.Card object at 0x000001E8221C5910>]",18,False,False,0,
956,7S,7,24,True,False,"[<Card.Card object at 0x000001E8221C52E0>, <Card.Card object at 0x000001E8221CC310>, <Card.Card object at 0x000001E8221A6160>]","[<Card.Card object at 0x000001E8221CC730>, <Card.Card object at 0x000001E8221B9430>]",20,False,False,0,
957,AS,1,22,True,False,"[<Card.Card object at 0x000001E8221B9FD0>, <Card.Card object at 0x000001E822195640>, <Card.Card object at 0x000001E8221AB610>, <Card.Card object at 0x000001E8221A1730>]","[<Card.Card object at 0x000001E8221C4E20>, <Card.Card object at 0x000001E822198CA0>, <Card.Card object at 0x000001E8221CCB80>]",13,False,False,0,
958,TC,10,22,True,False,"[<Card.Card object at 0x000001E8221C0D00>, <Card.Card object at 0x000001E8221C5D60>, <Card.Card object at 0x000001E8221A6F40>]","[<Card.Card object at 0x000001E8221B2520>, <Card.Card object at 0x000001E8221B6280>]",13,False,False,0,
959,4D,4,23,True,False,"[<Card.Card object at 0x000001E8221C5040>, <Card.Card object at 0x000001E8221BB130>, <Card.Card object at 0x000001E8221B25B0>, <Card.Card object at 0x000001E8221C97C0>]","[<Card.Card object at 0x000001E8221A3AC0>, <Card.Card object at 0x000001E8221C0B50>]",15,False,False,0,
960,TH,10,17,False,False,"[<Card.Card object at 0x000001E8221B9550>, <Card.Card object at 0x000001E8221B2640>, <Card.Card object at 0x000001E8221D1910>]","[<Card.Card object at 0x000001E8221A6D60>, <Card.Card object at 0x000001E8221A3BB0>]",15,False,False,0,
961,9H,9,17,False,False,"[<Card.Card object at 0x000001E8221983D0>, <Card.Card object at 0x000001E8221AB880>]","[<Card.Card object at 0x000001E8221B2D60>, <Card.Card object at 0x000001E8221BBA30>, <Card.Card object at 0x000001E8221B61C0>, <Card.Card object at 0x000001E8221C9A00>]",12,False,False,0,
962,6H,6,21,False,False,"[<Card.Card object at 0x000001E8221AD9A0>, <Card.Card object at 0x000001E8221D1D60>, <Card.Card object at 0x000001E8221CA9A0>]","[<Card.Card object at 0x000001E8221C0220>, <Card.Card object at 0x000001E8221B5B50>, <Card.Card object at 0x000001E8221CA280>]",15,False,False,0,
963,QS,10,24,True,False,"[<Card.Card object at 0x000001E822198520>, <Card.Card object at 0x000001E8221C5EE0>, <Card.Card object at 0x000001E8221B0EE0>]","[<Card.Card object at 0x000001E8221C4970>, <Card.Card object at 0x000001E8221C4EB0>]",15,False,False,0,
964,4S,4,24,True,False,"[<Card.Card object at 0x000001E8221959D0>, <Card.Card object at 0x000001E8221C07C0>, <Card.Card object at 0x000001E8221B61F0>]","[<Card.Card object at 0x000001E82219DB20>, <Card.Card object at 0x000001E8221B6BE0>, <Card.Card object at 0x000001E8221D1CA0>]",14,False,False,0,
965,6C,6,19,False,False,"[<Card.Card object at 0x000001E8221B2A90>, <Card.Card object at 0x000001E8221BB0A0>, <Card.Card object at 0x000001E8221B6AC0>, <Card.Card object at 0x000001E8221D1A90>]","[<Card.Card object at 0x000001E8221D1850>, <Card.Card object at 0x000001E8221C5C10>]",18,False,False,0,
966,QS,10,22,True,False,"[<Card.Card object at 0x000001E8221C5580>, <Card.Card object at 0x000001E8221C9700>, <Card.Card object at 0x000001E8221C9310>, <Card.Card object at 0x000001E8221C0040>]","[<Card.Card object at 0x000001E8221CA460>, <Card.Card object at 0x000001E8221AB5B0>]",13,False,False,0,
967,3C,3,20,False,False,"[<Card.Card object at 0x000001E8221C4DF0>, <Card.Card object at 0x000001E8221C0DF0>, <Card.Card object at 0x000001E8221CA9D0>, <Card.Card object at 0x000001E8221D1E50>]","[<Card.Card object at 0x000001E8221B9820>, <Card.Card object at 0x000001E8221B2D00>]",18,False,False,0,
968,3S,3,23,True,False,"[<Card.Card object at 0x000001E8221A37F0>, <Card.Card object at 0x000001E82218DCD0>, <Card.Card object at 0x000001E8221BB670>, <Card.Card object at 0x000001E822198430>, <Card.Card object at 0x000001E8221CEB80>]","[<Card.Card object at 0x000001E82219DEE0>, <Card.Card object at 0x000001E8221C9BE0>]",19,False,False,0,
969,8C,8,26,True,False,"[<Card.Card object at 0x000001E8221CA0A0>, <Card.Card object at 0x000001E8221A1700>, <Card.Card object at 0x000001E8221C4310>]","[<Card.Card object at 0x000001E82219F8E0>, <Card.Card object at 0x000001E82219D700>]",18,False,False,0,
